영업일자,영업장명_메뉴명,매출수량,요일,월,영업장명,메뉴명,분기,menu_type_refined,Holiday,is_damha,is_mirashia,lag_1,lag_7,lag_14,rolling_7_mean,rolling_14_mean,rolling_7_std,rolling_7_diff
2023-12-22,담하_(단체) 은이버섯 갈비탕,0,4,12,담하,(단체) 은이버섯 갈비탕,4,food,0,1,0,0.0,44.0,0.0,17.285714285714285,11.0,17.623036871419963,-44.0
2023-12-23,담하_(단체) 은이버섯 갈비탕,0,5,12,담하,(단체) 은이버섯 갈비탕,4,food,0,1,0,0.0,0.0,0.0,11.0,11.0,13.976170195491044,0.0
2023-12-24,담하_(단체) 은이버섯 갈비탕,0,6,12,담하,(단체) 은이버섯 갈비탕,4,food,0,1,0,0.0,0.0,0.0,11.0,11.0,13.976170195491044,0.0
2023-12-25,담하_(단체) 은이버섯 갈비탕,0,0,12,담하,(단체) 은이버섯 갈비탕,4,food,1,1,0,0.0,23.0,0.0,11.0,11.0,13.976170195491044,-23.0
2023-12-26,담하_(단체) 은이버섯 갈비탕,0,1,12,담하,(단체) 은이버섯 갈비탕,4,food,0,1,0,0.0,23.0,0.0,7.714285714285714,11.0,13.375528471980488,-23.0
2023-12-27,담하_(단체) 은이버섯 갈비탕,0,2,12,담하,(단체) 은이버섯 갈비탕,4,food,0,1,0,0.0,31.0,0.0,4.428571428571429,11.0,11.716898663285988,-31.0
2023-12-28,담하_(단체) 은이버섯 갈비탕,0,3,12,담하,(단체) 은이버섯 갈비탕,4,food,0,1,0,0.0,0.0,33.0,0.0,11.0,0.0,0.0
2023-12-29,담하_(단체) 은이버섯 갈비탕,0,4,12,담하,(단체) 은이버섯 갈비탕,4,food,0,1,0,0.0,0.0,44.0,0.0,8.642857142857142,0.0,0.0
2023-12-30,담하_(단체) 은이버섯 갈비탕,0,5,12,담하,(단체) 은이버섯 갈비탕,4,food,0,1,0,0.0,0.0,0.0,0.0,5.5,0.0,0.0
2023-12-31,담하_(단체) 은이버섯 갈비탕,0,6,12,담하,(단체) 은이버섯 갈비탕,4,food,0,1,0,0.0,0.0,0.0,0.0,5.5,0.0,0.0
2024-01-01,담하_(단체) 은이버섯 갈비탕,0,0,1,담하,(단체) 은이버섯 갈비탕,1,food,1,1,0,0.0,0.0,23.0,0.0,5.5,0.0,0.0
2024-01-02,담하_(단체) 은이버섯 갈비탕,0,1,1,담하,(단체) 은이버섯 갈비탕,1,food,0,1,0,0.0,0.0,23.0,0.0,3.857142857142857,0.0,0.0
2024-01-03,담하_(단체) 은이버섯 갈비탕,0,2,1,담하,(단체) 은이버섯 갈비탕,1,food,0,1,0,0.0,0.0,31.0,0.0,2.2142857142857144,0.0,0.0
2024-01-04,담하_(단체) 은이버섯 갈비탕,0,3,1,담하,(단체) 은이버섯 갈비탕,1,food,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-01-05,담하_(단체) 은이버섯 갈비탕,0,4,1,담하,(단체) 은이버섯 갈비탕,1,food,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-01-06,담하_(단체) 은이버섯 갈비탕,0,5,1,담하,(단체) 은이버섯 갈비탕,1,food,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-01-07,담하_(단체) 은이버섯 갈비탕,0,6,1,담하,(단체) 은이버섯 갈비탕,1,food,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-01-08,담하_(단체) 은이버섯 갈비탕,0,0,1,담하,(단체) 은이버섯 갈비탕,1,food,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-01-09,담하_(단체) 은이버섯 갈비탕,0,1,1,담하,(단체) 은이버섯 갈비탕,1,food,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-01-10,담하_(단체) 은이버섯 갈비탕,0,2,1,담하,(단체) 은이버섯 갈비탕,1,food,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-01-11,담하_(단체) 은이버섯 갈비탕,54,3,1,담하,(단체) 은이버섯 갈비탕,1,food,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-01-12,담하_(단체) 은이버섯 갈비탕,1,4,1,담하,(단체) 은이버섯 갈비탕,1,food,0,1,0,54.0,0.0,0.0,7.714285714285714,3.857142857142857,20.41008154249824,54.0
2024-01-13,담하_(단체) 은이버섯 갈비탕,0,5,1,담하,(단체) 은이버섯 갈비탕,1,food,0,1,0,1.0,0.0,0.0,7.857142857142857,3.9285714285714284,20.350500169353477,1.0
2024-01-14,담하_(단체) 은이버섯 갈비탕,0,6,1,담하,(단체) 은이버섯 갈비탕,1,food,0,1,0,0.0,0.0,0.0,7.857142857142857,3.9285714285714284,20.350500169353477,0.0
2024-01-15,담하_(단체) 은이버섯 갈비탕,0,0,1,담하,(단체) 은이버섯 갈비탕,1,food,0,1,0,0.0,0.0,0.0,7.857142857142857,3.9285714285714284,20.350500169353477,0.0
2024-01-16,담하_(단체) 은이버섯 갈비탕,0,1,1,담하,(단체) 은이버섯 갈비탕,1,food,0,1,0,0.0,0.0,0.0,7.857142857142857,3.9285714285714284,20.350500169353477,0.0
2024-01-17,담하_(단체) 은이버섯 갈비탕,49,2,1,담하,(단체) 은이버섯 갈비탕,1,food,0,1,0,0.0,0.0,0.0,7.857142857142857,3.9285714285714284,20.350500169353477,0.0
2024-01-18,담하_(단체) 은이버섯 갈비탕,0,3,1,담하,(단체) 은이버섯 갈비탕,1,food,0,1,0,49.0,54.0,0.0,14.857142857142858,7.428571428571429,25.076074728902903,-5.0
2024-01-19,담하_(단체) 은이버섯 갈비탕,21,4,1,담하,(단체) 은이버섯 갈비탕,1,food,0,1,0,0.0,1.0,0.0,7.142857142857143,7.428571428571429,18.461027160196764,-1.0
2024-01-20,담하_(단체) 은이버섯 갈비탕,0,5,1,담하,(단체) 은이버섯 갈비탕,1,food,0,1,0,21.0,0.0,0.0,10.0,8.928571428571429,18.894443627691153,21.0
2024-01-21,담하_(단체) 은이버섯 갈비탕,0,6,1,담하,(단체) 은이버섯 갈비탕,1,food,0,1,0,0.0,0.0,0.0,10.0,8.928571428571429,18.894443627691153,0.0
2024-01-22,담하_(단체) 은이버섯 갈비탕,0,0,1,담하,(단체) 은이버섯 갈비탕,1,food,0,1,0,0.0,0.0,0.0,10.0,8.928571428571429,18.894443627691153,0.0
2024-01-23,담하_(단체) 은이버섯 갈비탕,0,1,1,담하,(단체) 은이버섯 갈비탕,1,food,0,1,0,0.0,0.0,0.0,10.0,8.928571428571429,18.894443627691153,0.0
2024-01-24,담하_(단체) 은이버섯 갈비탕,0,2,1,담하,(단체) 은이버섯 갈비탕,1,food,0,1,0,0.0,49.0,0.0,10.0,8.928571428571429,18.894443627691153,-49.0
2024-01-25,담하_(단체) 은이버섯 갈비탕,17,3,1,담하,(단체) 은이버섯 갈비탕,1,food,0,1,0,0.0,0.0,54.0,3.0,8.928571428571429,7.937253933193692,0.0
2024-01-26,담하_(단체) 은이버섯 갈비탕,14,4,1,담하,(단체) 은이버섯 갈비탕,1,food,0,1,0,17.0,21.0,1.0,5.428571428571429,6.285714285714286,9.342682392424194,-4.0
2024-01-27,담하_(단체) 은이버섯 갈비탕,27,5,1,담하,(단체) 은이버섯 갈비탕,1,food,0,1,0,14.0,0.0,0.0,4.428571428571429,7.214285714285714,7.612646120264603,14.0
2024-01-28,담하_(단체) 은이버섯 갈비탕,0,6,1,담하,(단체) 은이버섯 갈비탕,1,food,0,1,0,27.0,0.0,0.0,8.285714285714286,9.142857142857142,11.056133828698623,27.0
2024-01-29,담하_(단체) 은이버섯 갈비탕,0,0,1,담하,(단체) 은이버섯 갈비탕,1,food,0,1,0,0.0,0.0,0.0,8.285714285714286,9.142857142857142,11.056133828698623,0.0
2024-01-30,담하_(단체) 은이버섯 갈비탕,11,1,1,담하,(단체) 은이버섯 갈비탕,1,food,0,1,0,0.0,0.0,0.0,8.285714285714286,9.142857142857142,11.056133828698623,0.0
2024-01-31,담하_(단체) 은이버섯 갈비탕,0,2,1,담하,(단체) 은이버섯 갈비탕,1,food,0,1,0,11.0,0.0,49.0,9.857142857142858,9.928571428571429,10.447145885018358,11.0
2024-02-01,담하_(단체) 은이버섯 갈비탕,0,3,2,담하,(단체) 은이버섯 갈비탕,1,food,0,1,0,0.0,17.0,0.0,9.857142857142858,6.428571428571429,10.447145885018358,-17.0
2024-02-02,담하_(단체) 은이버섯 갈비탕,0,4,2,담하,(단체) 은이버섯 갈비탕,1,food,0,1,0,0.0,14.0,21.0,7.428571428571429,6.428571428571429,10.48581808693913,-14.0
2024-02-03,담하_(단체) 은이버섯 갈비탕,0,5,2,담하,(단체) 은이버섯 갈비탕,1,food,0,1,0,0.0,27.0,0.0,5.428571428571429,4.928571428571429,10.35788174704235,-27.0
2024-02-04,담하_(단체) 은이버섯 갈비탕,0,6,2,담하,(단체) 은이버섯 갈비탕,1,food,0,1,0,0.0,0.0,0.0,1.5714285714285714,4.928571428571429,4.1576092031013445,0.0
2024-02-05,담하_(단체) 은이버섯 갈비탕,0,0,2,담하,(단체) 은이버섯 갈비탕,1,food,0,1,0,0.0,0.0,0.0,1.5714285714285714,4.928571428571429,4.1576092031013445,0.0
2024-02-06,담하_(단체) 은이버섯 갈비탕,0,1,2,담하,(단체) 은이버섯 갈비탕,1,food,0,1,0,0.0,11.0,0.0,1.5714285714285714,4.928571428571429,4.1576092031013445,-11.0
2024-02-07,담하_(단체) 은이버섯 갈비탕,0,2,2,담하,(단체) 은이버섯 갈비탕,1,food,0,1,0,0.0,0.0,0.0,0.0,4.928571428571429,0.0,0.0
2024-02-08,담하_(단체) 은이버섯 갈비탕,0,3,2,담하,(단체) 은이버섯 갈비탕,1,food,0,1,0,0.0,0.0,17.0,0.0,4.928571428571429,0.0,0.0
2024-02-09,담하_(단체) 은이버섯 갈비탕,0,4,2,담하,(단체) 은이버섯 갈비탕,1,food,1,1,0,0.0,0.0,14.0,0.0,3.7142857142857144,0.0,0.0
2024-02-10,담하_(단체) 은이버섯 갈비탕,0,5,2,담하,(단체) 은이버섯 갈비탕,1,food,1,1,0,0.0,0.0,27.0,0.0,2.7142857142857144,0.0,0.0
2024-02-11,담하_(단체) 은이버섯 갈비탕,0,6,2,담하,(단체) 은이버섯 갈비탕,1,food,1,1,0,0.0,0.0,0.0,0.0,0.7857142857142857,0.0,0.0
2024-02-12,담하_(단체) 은이버섯 갈비탕,0,0,2,담하,(단체) 은이버섯 갈비탕,1,food,1,1,0,0.0,0.0,0.0,0.0,0.7857142857142857,0.0,0.0
2024-02-13,담하_(단체) 은이버섯 갈비탕,0,1,2,담하,(단체) 은이버섯 갈비탕,1,food,0,1,0,0.0,0.0,11.0,0.0,0.7857142857142857,0.0,0.0
2024-02-14,담하_(단체) 은이버섯 갈비탕,16,2,2,담하,(단체) 은이버섯 갈비탕,1,food,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-02-15,담하_(단체) 은이버섯 갈비탕,0,3,2,담하,(단체) 은이버섯 갈비탕,1,food,0,1,0,16.0,0.0,0.0,2.2857142857142856,1.1428571428571428,6.04743156814753,16.0
2024-02-16,담하_(단체) 은이버섯 갈비탕,0,4,2,담하,(단체) 은이버섯 갈비탕,1,food,0,1,0,0.0,0.0,0.0,2.2857142857142856,1.1428571428571428,6.04743156814753,0.0
2024-02-17,담하_(단체) 은이버섯 갈비탕,0,5,2,담하,(단체) 은이버섯 갈비탕,1,food,0,1,0,0.0,0.0,0.0,2.2857142857142856,1.1428571428571428,6.04743156814753,0.0
2024-02-18,담하_(단체) 은이버섯 갈비탕,0,6,2,담하,(단체) 은이버섯 갈비탕,1,food,0,1,0,0.0,0.0,0.0,2.2857142857142856,1.1428571428571428,6.04743156814753,0.0
2024-02-19,담하_(단체) 은이버섯 갈비탕,0,0,2,담하,(단체) 은이버섯 갈비탕,1,food,0,1,0,0.0,0.0,0.0,2.2857142857142856,1.1428571428571428,6.04743156814753,0.0
2024-02-20,담하_(단체) 은이버섯 갈비탕,0,1,2,담하,(단체) 은이버섯 갈비탕,1,food,0,1,0,0.0,0.0,0.0,2.2857142857142856,1.1428571428571428,6.04743156814753,0.0
2024-02-21,담하_(단체) 은이버섯 갈비탕,0,2,2,담하,(단체) 은이버섯 갈비탕,1,food,0,1,0,0.0,16.0,0.0,2.2857142857142856,1.1428571428571428,6.04743156814753,-16.0
2024-02-22,담하_(단체) 은이버섯 갈비탕,17,3,2,담하,(단체) 은이버섯 갈비탕,1,food,0,1,0,0.0,0.0,0.0,0.0,1.1428571428571428,0.0,0.0
2024-02-23,담하_(단체) 은이버섯 갈비탕,40,4,2,담하,(단체) 은이버섯 갈비탕,1,food,0,1,0,17.0,0.0,0.0,2.4285714285714284,2.357142857142857,6.425396041156763,17.0
2024-02-24,담하_(단체) 은이버섯 갈비탕,0,5,2,담하,(단체) 은이버섯 갈비탕,1,food,0,1,0,40.0,0.0,0.0,8.142857142857142,5.214285714285714,15.410262505103193,40.0
2024-02-25,담하_(단체) 은이버섯 갈비탕,0,6,2,담하,(단체) 은이버섯 갈비탕,1,food,0,1,0,0.0,0.0,0.0,8.142857142857142,5.214285714285714,15.410262505103193,0.0
2024-02-26,담하_(단체) 은이버섯 갈비탕,0,0,2,담하,(단체) 은이버섯 갈비탕,1,food,0,1,0,0.0,0.0,0.0,8.142857142857142,5.214285714285714,15.410262505103193,0.0
2024-02-27,담하_(단체) 은이버섯 갈비탕,0,1,2,담하,(단체) 은이버섯 갈비탕,1,food,0,1,0,0.0,0.0,0.0,8.142857142857142,5.214285714285714,15.410262505103193,0.0
2024-02-28,담하_(단체) 은이버섯 갈비탕,0,2,2,담하,(단체) 은이버섯 갈비탕,1,food,0,1,0,0.0,0.0,16.0,8.142857142857142,5.214285714285714,15.410262505103193,0.0
2024-02-29,담하_(단체) 은이버섯 갈비탕,0,3,2,담하,(단체) 은이버섯 갈비탕,1,food,0,1,0,0.0,17.0,0.0,8.142857142857142,4.071428571428571,15.410262505103193,-17.0
2024-03-01,담하_(단체) 은이버섯 갈비탕,0,4,3,담하,(단체) 은이버섯 갈비탕,1,food,1,1,0,0.0,40.0,0.0,5.714285714285714,4.071428571428571,15.11857892036905,-40.0
2024-03-02,담하_(단체) 은이버섯 갈비탕,0,5,3,담하,(단체) 은이버섯 갈비탕,1,food,0,1,0,0.0,0.0,0.0,0.0,4.071428571428571,0.0,0.0
2024-03-03,담하_(단체) 은이버섯 갈비탕,0,6,3,담하,(단체) 은이버섯 갈비탕,1,food,0,1,0,0.0,0.0,0.0,0.0,4.071428571428571,0.0,0.0
2024-03-04,담하_(단체) 은이버섯 갈비탕,0,0,3,담하,(단체) 은이버섯 갈비탕,1,food,0,1,0,0.0,0.0,0.0,0.0,4.071428571428571,0.0,0.0
2024-03-05,담하_(단체) 은이버섯 갈비탕,0,1,3,담하,(단체) 은이버섯 갈비탕,1,food,0,1,0,0.0,0.0,0.0,0.0,4.071428571428571,0.0,0.0
2024-03-06,담하_(단체) 은이버섯 갈비탕,0,2,3,담하,(단체) 은이버섯 갈비탕,1,food,0,1,0,0.0,0.0,0.0,0.0,4.071428571428571,0.0,0.0
2024-03-07,담하_(단체) 은이버섯 갈비탕,0,3,3,담하,(단체) 은이버섯 갈비탕,1,food,0,1,0,0.0,0.0,17.0,0.0,4.071428571428571,0.0,0.0
2024-03-08,담하_(단체) 은이버섯 갈비탕,0,4,3,담하,(단체) 은이버섯 갈비탕,1,food,0,1,0,0.0,0.0,40.0,0.0,2.857142857142857,0.0,0.0
2024-03-09,담하_(단체) 은이버섯 갈비탕,0,5,3,담하,(단체) 은이버섯 갈비탕,1,food,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-03-10,담하_(단체) 은이버섯 갈비탕,0,6,3,담하,(단체) 은이버섯 갈비탕,1,food,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-03-11,담하_(단체) 은이버섯 갈비탕,0,0,3,담하,(단체) 은이버섯 갈비탕,1,food,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-03-12,담하_(단체) 은이버섯 갈비탕,0,1,3,담하,(단체) 은이버섯 갈비탕,1,food,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-03-13,담하_(단체) 은이버섯 갈비탕,0,2,3,담하,(단체) 은이버섯 갈비탕,1,food,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-03-14,담하_(단체) 은이버섯 갈비탕,0,3,3,담하,(단체) 은이버섯 갈비탕,1,food,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-03-15,담하_(단체) 은이버섯 갈비탕,0,4,3,담하,(단체) 은이버섯 갈비탕,1,food,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-03-16,담하_(단체) 은이버섯 갈비탕,0,5,3,담하,(단체) 은이버섯 갈비탕,1,food,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-03-17,담하_(단체) 은이버섯 갈비탕,0,6,3,담하,(단체) 은이버섯 갈비탕,1,food,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-03-18,담하_(단체) 은이버섯 갈비탕,0,0,3,담하,(단체) 은이버섯 갈비탕,1,food,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-03-19,담하_(단체) 은이버섯 갈비탕,0,1,3,담하,(단체) 은이버섯 갈비탕,1,food,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-03-20,담하_(단체) 은이버섯 갈비탕,0,2,3,담하,(단체) 은이버섯 갈비탕,1,food,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-03-21,담하_(단체) 은이버섯 갈비탕,19,3,3,담하,(단체) 은이버섯 갈비탕,1,food,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-03-22,담하_(단체) 은이버섯 갈비탕,0,4,3,담하,(단체) 은이버섯 갈비탕,1,food,0,1,0,19.0,0.0,0.0,2.7142857142857144,1.3571428571428572,7.1813249871752305,19.0
2024-03-23,담하_(단체) 은이버섯 갈비탕,0,5,3,담하,(단체) 은이버섯 갈비탕,1,food,0,1,0,0.0,0.0,0.0,2.7142857142857144,1.3571428571428572,7.1813249871752305,0.0
2024-03-24,담하_(단체) 은이버섯 갈비탕,0,6,3,담하,(단체) 은이버섯 갈비탕,1,food,0,1,0,0.0,0.0,0.0,2.7142857142857144,1.3571428571428572,7.1813249871752305,0.0
2024-03-25,담하_(단체) 은이버섯 갈비탕,0,0,3,담하,(단체) 은이버섯 갈비탕,1,food,0,1,0,0.0,0.0,0.0,2.7142857142857144,1.3571428571428572,7.1813249871752305,0.0
2024-03-26,담하_(단체) 은이버섯 갈비탕,0,1,3,담하,(단체) 은이버섯 갈비탕,1,food,0,1,0,0.0,0.0,0.0,2.7142857142857144,1.3571428571428572,7.1813249871752305,0.0
2024-03-27,담하_(단체) 은이버섯 갈비탕,0,2,3,담하,(단체) 은이버섯 갈비탕,1,food,0,1,0,0.0,0.0,0.0,2.7142857142857144,1.3571428571428572,7.1813249871752305,0.0
2024-03-28,담하_(단체) 은이버섯 갈비탕,49,3,3,담하,(단체) 은이버섯 갈비탕,1,food,0,1,0,0.0,19.0,0.0,2.7142857142857144,1.3571428571428572,7.1813249871752305,-19.0
2024-03-29,담하_(단체) 은이버섯 갈비탕,60,4,3,담하,(단체) 은이버섯 갈비탕,1,food,0,1,0,49.0,0.0,0.0,7.0,4.857142857142857,18.5202591774521,49.0
2024-03-30,담하_(단체) 은이버섯 갈비탕,0,5,3,담하,(단체) 은이버섯 갈비탕,1,food,0,1,0,60.0,0.0,0.0,15.571428571428571,9.142857142857142,26.7821902443716,60.0
2024-03-31,담하_(단체) 은이버섯 갈비탕,0,6,3,담하,(단체) 은이버섯 갈비탕,1,food,0,1,0,0.0,0.0,0.0,15.571428571428571,9.142857142857142,26.7821902443716,0.0
2024-04-01,담하_(단체) 은이버섯 갈비탕,56,0,4,담하,(단체) 은이버섯 갈비탕,2,food,0,1,0,0.0,0.0,0.0,15.571428571428571,9.142857142857142,26.7821902443716,0.0
2024-04-02,담하_(단체) 은이버섯 갈비탕,43,1,4,담하,(단체) 은이버섯 갈비탕,2,food,0,1,0,56.0,0.0,0.0,23.571428571428573,13.142857142857142,29.57395894396025,56.0
2024-04-03,담하_(단체) 은이버섯 갈비탕,47,2,4,담하,(단체) 은이버섯 갈비탕,2,food,0,1,0,43.0,0.0,0.0,29.714285714285715,16.214285714285715,28.30026080983638,43.0
2024-04-04,담하_(단체) 은이버섯 갈비탕,0,3,4,담하,(단체) 은이버섯 갈비탕,2,food,0,1,0,47.0,49.0,19.0,36.42857142857143,19.571428571428573,25.513768458469244,-2.0
2024-04-05,담하_(단체) 은이버섯 갈비탕,0,4,4,담하,(단체) 은이버섯 갈비탕,2,food,0,1,0,0.0,60.0,0.0,29.428571428571427,18.214285714285715,28.08236185969846,-60.0
2024-04-06,담하_(단체) 은이버섯 갈비탕,0,5,4,담하,(단체) 은이버섯 갈비탕,2,food,0,1,0,0.0,0.0,0.0,20.857142857142858,18.214285714285715,26.295934865986215,0.0
2024-04-07,담하_(단체) 은이버섯 갈비탕,0,6,4,담하,(단체) 은이버섯 갈비탕,2,food,0,1,0,0.0,0.0,0.0,20.857142857142858,18.214285714285715,26.295934865986215,0.0
2024-04-08,담하_(단체) 은이버섯 갈비탕,0,0,4,담하,(단체) 은이버섯 갈비탕,2,food,0,1,0,0.0,56.0,0.0,20.857142857142858,18.214285714285715,26.295934865986215,-56.0
2024-04-09,담하_(단체) 은이버섯 갈비탕,0,1,4,담하,(단체) 은이버섯 갈비탕,2,food,0,1,0,0.0,43.0,0.0,12.857142857142858,18.214285714285715,21.988092015365712,-43.0
2024-04-10,담하_(단체) 은이버섯 갈비탕,0,2,4,담하,(단체) 은이버섯 갈비탕,2,food,1,1,0,0.0,47.0,0.0,6.714285714285714,18.214285714285715,17.764330231433647,-47.0
2024-04-11,담하_(단체) 은이버섯 갈비탕,0,3,4,담하,(단체) 은이버섯 갈비탕,2,food,0,1,0,0.0,0.0,49.0,0.0,18.214285714285715,0.0,0.0
2024-04-12,담하_(단체) 은이버섯 갈비탕,0,4,4,담하,(단체) 은이버섯 갈비탕,2,food,0,1,0,0.0,0.0,60.0,0.0,14.714285714285714,0.0,0.0
2024-04-13,담하_(단체) 은이버섯 갈비탕,0,5,4,담하,(단체) 은이버섯 갈비탕,2,food,0,1,0,0.0,0.0,0.0,0.0,10.428571428571429,0.0,0.0
2024-04-14,담하_(단체) 은이버섯 갈비탕,0,6,4,담하,(단체) 은이버섯 갈비탕,2,food,0,1,0,0.0,0.0,0.0,0.0,10.428571428571429,0.0,0.0
2024-04-15,담하_(단체) 은이버섯 갈비탕,35,0,4,담하,(단체) 은이버섯 갈비탕,2,food,0,1,0,0.0,0.0,56.0,0.0,10.428571428571429,0.0,0.0
2024-04-16,담하_(단체) 은이버섯 갈비탕,0,1,4,담하,(단체) 은이버섯 갈비탕,2,food,0,1,0,35.0,0.0,43.0,5.0,8.928571428571429,13.228756555322907,35.0
2024-04-17,담하_(단체) 은이버섯 갈비탕,39,2,4,담하,(단체) 은이버섯 갈비탕,2,food,0,1,0,0.0,0.0,47.0,5.0,5.857142857142857,13.228756555322907,0.0
2024-04-18,담하_(단체) 은이버섯 갈비탕,0,3,4,담하,(단체) 은이버섯 갈비탕,2,food,0,1,0,39.0,0.0,0.0,10.571428571428571,5.285714285714286,18.091039613181803,39.0
2024-04-19,담하_(단체) 은이버섯 갈비탕,47,4,4,담하,(단체) 은이버섯 갈비탕,2,food,0,1,0,0.0,0.0,0.0,10.571428571428571,5.285714285714286,18.091039613181803,0.0
2024-04-20,담하_(단체) 은이버섯 갈비탕,0,5,4,담하,(단체) 은이버섯 갈비탕,2,food,0,1,0,47.0,0.0,0.0,17.285714285714285,8.642857142857142,21.845779803845275,47.0
2024-04-21,담하_(단체) 은이버섯 갈비탕,0,6,4,담하,(단체) 은이버섯 갈비탕,2,food,0,1,0,0.0,0.0,0.0,17.285714285714285,8.642857142857142,21.845779803845275,0.0
2024-04-22,담하_(단체) 은이버섯 갈비탕,0,0,4,담하,(단체) 은이버섯 갈비탕,2,food,0,1,0,0.0,35.0,0.0,17.285714285714285,8.642857142857142,21.845779803845275,-35.0
2024-04-23,담하_(단체) 은이버섯 갈비탕,0,1,4,담하,(단체) 은이버섯 갈비탕,2,food,0,1,0,0.0,0.0,0.0,12.285714285714286,8.642857142857142,21.108562920564427,0.0
2024-04-24,담하_(단체) 은이버섯 갈비탕,0,2,4,담하,(단체) 은이버섯 갈비탕,2,food,0,1,0,0.0,39.0,0.0,12.285714285714286,8.642857142857142,21.108562920564427,-39.0
2024-04-25,담하_(단체) 은이버섯 갈비탕,76,3,4,담하,(단체) 은이버섯 갈비탕,2,food,0,1,0,0.0,0.0,0.0,6.714285714285714,8.642857142857142,17.76433023143365,0.0
2024-04-26,담하_(단체) 은이버섯 갈비탕,18,4,4,담하,(단체) 은이버섯 갈비탕,2,food,0,1,0,76.0,47.0,0.0,17.571428571428573,14.071428571428571,31.15475963025628,29.0
2024-04-27,담하_(단체) 은이버섯 갈비탕,0,5,4,담하,(단체) 은이버섯 갈비탕,2,food,0,1,0,18.0,0.0,0.0,13.428571428571429,15.357142857142858,28.39517061554153,18.0
2024-04-28,담하_(단체) 은이버섯 갈비탕,0,6,4,담하,(단체) 은이버섯 갈비탕,2,food,0,1,0,0.0,0.0,0.0,13.428571428571429,15.357142857142858,28.39517061554153,0.0
2024-04-29,담하_(단체) 은이버섯 갈비탕,0,0,4,담하,(단체) 은이버섯 갈비탕,2,food,0,1,0,0.0,0.0,35.0,13.428571428571429,15.357142857142858,28.39517061554153,0.0
2024-04-30,담하_(단체) 은이버섯 갈비탕,37,1,4,담하,(단체) 은이버섯 갈비탕,2,food,0,1,0,0.0,0.0,0.0,13.428571428571429,12.857142857142858,28.39517061554153,0.0
2024-05-01,담하_(단체) 은이버섯 갈비탕,0,2,5,담하,(단체) 은이버섯 갈비탕,2,food,0,1,0,37.0,0.0,39.0,18.714285714285715,15.5,28.917781644484663,37.0
2024-05-02,담하_(단체) 은이버섯 갈비탕,0,3,5,담하,(단체) 은이버섯 갈비탕,2,food,0,1,0,0.0,76.0,0.0,18.714285714285715,12.714285714285714,28.917781644484663,-76.0
2024-05-03,담하_(단체) 은이버섯 갈비탕,0,4,5,담하,(단체) 은이버섯 갈비탕,2,food,0,1,0,0.0,18.0,47.0,7.857142857142857,12.714285714285714,14.49630494791193,-18.0
2024-05-04,담하_(단체) 은이버섯 갈비탕,0,5,5,담하,(단체) 은이버섯 갈비탕,2,food,0,1,0,0.0,0.0,0.0,5.285714285714286,9.357142857142858,13.984685501341364,0.0
2024-05-05,담하_(단체) 은이버섯 갈비탕,0,6,5,담하,(단체) 은이버섯 갈비탕,2,food,1,1,0,0.0,0.0,0.0,5.285714285714286,9.357142857142858,13.984685501341364,0.0
2024-05-06,담하_(단체) 은이버섯 갈비탕,0,0,5,담하,(단체) 은이버섯 갈비탕,2,food,1,1,0,0.0,0.0,0.0,5.285714285714286,9.357142857142858,13.984685501341364,0.0
2024-05-07,담하_(단체) 은이버섯 갈비탕,0,1,5,담하,(단체) 은이버섯 갈비탕,2,food,0,1,0,0.0,37.0,0.0,5.285714285714286,9.357142857142858,13.984685501341364,-37.0
2024-05-08,담하_(단체) 은이버섯 갈비탕,0,2,5,담하,(단체) 은이버섯 갈비탕,2,food,0,1,0,0.0,0.0,0.0,0.0,9.357142857142858,0.0,0.0
