date,store,menu,sales,Mon,Tue,Wed,Thu,Fri,Sat,Sun,Holiday,담하,미라시아,느티나무 셀프BBQ,라그로타,연회장,카페테리아,포레스트릿,화담숲주막,화담숲카페
2023-09-03,느티나무 셀프BBQ,"대여료 60,000원",1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
2023-09-04,느티나무 셀프BBQ,"대여료 60,000원",0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2023-09-05,느티나무 셀프BBQ,"대여료 60,000원",0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2023-09-06,느티나무 셀프BBQ,"대여료 60,000원",1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2023-09-07,느티나무 셀프BBQ,"대여료 60,000원",0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
2023-09-08,느티나무 셀프BBQ,"대여료 60,000원",3,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
2023-09-09,느티나무 셀프BBQ,"대여료 60,000원",6,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
2023-09-10,느티나무 셀프BBQ,"대여료 60,000원",3,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
2023-09-11,느티나무 셀프BBQ,"대여료 60,000원",0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2023-09-12,느티나무 셀프BBQ,"대여료 60,000원",0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2023-09-13,느티나무 셀프BBQ,"대여료 60,000원",2,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2023-09-14,느티나무 셀프BBQ,"대여료 60,000원",0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
2023-09-15,느티나무 셀프BBQ,"대여료 60,000원",2,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
2023-09-16,느티나무 셀프BBQ,"대여료 60,000원",12,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
2023-09-17,느티나무 셀프BBQ,"대여료 60,000원",1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
2023-09-18,느티나무 셀프BBQ,"대여료 60,000원",0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2023-09-19,느티나무 셀프BBQ,"대여료 60,000원",0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2023-09-20,느티나무 셀프BBQ,"대여료 60,000원",0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2023-09-21,느티나무 셀프BBQ,"대여료 60,000원",1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
2023-09-22,느티나무 셀프BBQ,"대여료 60,000원",0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
2023-09-23,느티나무 셀프BBQ,"대여료 60,000원",14,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
2023-09-24,느티나무 셀프BBQ,"대여료 60,000원",1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
2023-09-25,느티나무 셀프BBQ,"대여료 60,000원",0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2023-09-26,느티나무 셀프BBQ,"대여료 60,000원",1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2023-09-27,느티나무 셀프BBQ,"대여료 60,000원",3,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2023-09-28,느티나무 셀프BBQ,"대여료 60,000원",8,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0
2023-09-29,느티나무 셀프BBQ,"대여료 60,000원",14,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0
2023-09-30,느티나무 셀프BBQ,"대여료 60,000원",12,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0
2023-10-01,느티나무 셀프BBQ,"대여료 60,000원",8,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
2023-10-02,느티나무 셀프BBQ,"대여료 60,000원",2,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
2023-10-03,느티나무 셀프BBQ,"대여료 60,000원",2,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
2023-10-04,느티나무 셀프BBQ,"대여료 60,000원",0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2023-10-05,느티나무 셀프BBQ,"대여료 60,000원",0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
2023-10-06,느티나무 셀프BBQ,"대여료 60,000원",1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
2023-10-07,느티나무 셀프BBQ,"대여료 60,000원",4,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
2023-10-08,느티나무 셀프BBQ,"대여료 60,000원",5,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
2023-10-09,느티나무 셀프BBQ,"대여료 60,000원",3,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
2023-10-10,느티나무 셀프BBQ,"대여료 60,000원",0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2023-10-11,느티나무 셀프BBQ,"대여료 60,000원",0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2023-10-12,느티나무 셀프BBQ,"대여료 60,000원",0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
2023-10-13,느티나무 셀프BBQ,"대여료 60,000원",0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
2023-10-14,느티나무 셀프BBQ,"대여료 60,000원",9,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
2023-10-15,느티나무 셀프BBQ,"대여료 60,000원",5,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
2023-10-16,느티나무 셀프BBQ,"대여료 60,000원",0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2023-10-17,느티나무 셀프BBQ,"대여료 60,000원",0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2023-10-18,느티나무 셀프BBQ,"대여료 60,000원",1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2023-10-19,느티나무 셀프BBQ,"대여료 60,000원",0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
2023-10-20,느티나무 셀프BBQ,"대여료 60,000원",2,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
2023-10-21,느티나무 셀프BBQ,"대여료 60,000원",4,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
2023-10-22,느티나무 셀프BBQ,"대여료 60,000원",5,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
2023-10-23,느티나무 셀프BBQ,"대여료 60,000원",0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2023-10-24,느티나무 셀프BBQ,"대여료 60,000원",1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2023-10-25,느티나무 셀프BBQ,"대여료 60,000원",3,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2023-10-26,느티나무 셀프BBQ,"대여료 60,000원",1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
2023-10-27,느티나무 셀프BBQ,"대여료 60,000원",3,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
2023-10-28,느티나무 셀프BBQ,"대여료 60,000원",8,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
2023-10-29,느티나무 셀프BBQ,"대여료 60,000원",4,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
2023-10-30,느티나무 셀프BBQ,"대여료 60,000원",0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2023-10-31,느티나무 셀프BBQ,"대여료 60,000원",5,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2023-11-01,느티나무 셀프BBQ,"대여료 60,000원",0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2023-11-02,느티나무 셀프BBQ,"대여료 60,000원",0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
2023-11-03,느티나무 셀프BBQ,"대여료 60,000원",1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
2023-11-04,느티나무 셀프BBQ,"대여료 60,000원",16,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
2023-11-05,느티나무 셀프BBQ,"대여료 60,000원",11,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
2023-11-06,느티나무 셀프BBQ,"대여료 60,000원",0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2023-11-07,느티나무 셀프BBQ,"대여료 60,000원",3,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2023-11-08,느티나무 셀프BBQ,"대여료 60,000원",2,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2023-11-09,느티나무 셀프BBQ,"대여료 60,000원",0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
2023-11-10,느티나무 셀프BBQ,"대여료 60,000원",0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
2023-11-11,느티나무 셀프BBQ,"대여료 60,000원",7,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
2023-11-12,느티나무 셀프BBQ,"대여료 60,000원",7,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
2023-11-13,느티나무 셀프BBQ,"대여료 60,000원",0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2023-11-14,느티나무 셀프BBQ,"대여료 60,000원",3,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2023-11-15,느티나무 셀프BBQ,"대여료 60,000원",0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2023-11-16,느티나무 셀프BBQ,"대여료 60,000원",3,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
2023-11-17,느티나무 셀프BBQ,"대여료 60,000원",0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
2023-11-18,느티나무 셀프BBQ,"대여료 60,000원",8,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
2023-11-19,느티나무 셀프BBQ,"대여료 60,000원",5,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
2023-11-20,느티나무 셀프BBQ,"대여료 60,000원",0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2023-11-21,느티나무 셀프BBQ,"대여료 60,000원",0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2023-11-22,느티나무 셀프BBQ,"대여료 60,000원",0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2023-11-23,느티나무 셀프BBQ,"대여료 60,000원",0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
2023-11-24,느티나무 셀프BBQ,"대여료 60,000원",0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
2023-11-25,느티나무 셀프BBQ,"대여료 60,000원",10,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
2023-11-26,느티나무 셀프BBQ,"대여료 60,000원",4,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
2023-11-27,느티나무 셀프BBQ,"대여료 60,000원",0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2023-11-28,느티나무 셀프BBQ,"대여료 60,000원",1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2023-11-29,느티나무 셀프BBQ,"대여료 60,000원",3,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2023-11-30,느티나무 셀프BBQ,"대여료 60,000원",0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
2023-12-01,느티나무 셀프BBQ,"대여료 60,000원",1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
2023-12-02,느티나무 셀프BBQ,"대여료 60,000원",4,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
2023-12-03,느티나무 셀프BBQ,"대여료 60,000원",2,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
2023-12-04,느티나무 셀프BBQ,"대여료 60,000원",0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2023-12-05,느티나무 셀프BBQ,"대여료 60,000원",0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2023-12-06,느티나무 셀프BBQ,"대여료 60,000원",2,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2023-12-07,느티나무 셀프BBQ,"대여료 60,000원",0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
2023-12-08,느티나무 셀프BBQ,"대여료 60,000원",4,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
2023-12-09,느티나무 셀프BBQ,"대여료 60,000원",3,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
2023-12-10,느티나무 셀프BBQ,"대여료 60,000원",2,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
2023-12-11,느티나무 셀프BBQ,"대여료 60,000원",2,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2023-12-12,느티나무 셀프BBQ,"대여료 60,000원",2,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2023-12-13,느티나무 셀프BBQ,"대여료 60,000원",3,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2023-12-14,느티나무 셀프BBQ,"대여료 60,000원",2,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
2023-12-15,느티나무 셀프BBQ,"대여료 60,000원",2,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
2023-12-16,느티나무 셀프BBQ,"대여료 60,000원",5,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
2023-12-17,느티나무 셀프BBQ,"대여료 60,000원",3,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
2023-12-18,느티나무 셀프BBQ,"대여료 60,000원",4,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2023-12-19,느티나무 셀프BBQ,"대여료 60,000원",1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2023-12-20,느티나무 셀프BBQ,"대여료 60,000원",1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2023-12-21,느티나무 셀프BBQ,"대여료 60,000원",3,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
2023-12-22,느티나무 셀프BBQ,"대여료 60,000원",2,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
2023-12-23,느티나무 셀프BBQ,"대여료 60,000원",2,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
2023-12-24,느티나무 셀프BBQ,"대여료 60,000원",2,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
2023-12-25,느티나무 셀프BBQ,"대여료 60,000원",4,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
2023-12-26,느티나무 셀프BBQ,"대여료 60,000원",1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2023-12-27,느티나무 셀프BBQ,"대여료 60,000원",2,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2023-12-28,느티나무 셀프BBQ,"대여료 60,000원",2,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
2023-12-29,느티나무 셀프BBQ,"대여료 60,000원",4,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
2023-12-30,느티나무 셀프BBQ,"대여료 60,000원",3,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
2023-12-31,느티나무 셀프BBQ,"대여료 60,000원",3,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
2024-01-01,느티나무 셀프BBQ,"대여료 60,000원",4,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
2024-01-02,느티나무 셀프BBQ,"대여료 60,000원",3,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2024-01-03,느티나무 셀프BBQ,"대여료 60,000원",3,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2024-01-04,느티나무 셀프BBQ,"대여료 60,000원",3,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
2024-01-05,느티나무 셀프BBQ,"대여료 60,000원",1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
2024-01-06,느티나무 셀프BBQ,"대여료 60,000원",3,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
2024-01-07,느티나무 셀프BBQ,"대여료 60,000원",1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
2024-01-08,느티나무 셀프BBQ,"대여료 60,000원",2,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2024-01-09,느티나무 셀프BBQ,"대여료 60,000원",3,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2024-01-10,느티나무 셀프BBQ,"대여료 60,000원",4,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2024-01-11,느티나무 셀프BBQ,"대여료 60,000원",2,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
2024-01-12,느티나무 셀프BBQ,"대여료 60,000원",4,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
2024-01-13,느티나무 셀프BBQ,"대여료 60,000원",4,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
2024-01-14,느티나무 셀프BBQ,"대여료 60,000원",1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
2024-01-15,느티나무 셀프BBQ,"대여료 60,000원",1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2024-01-16,느티나무 셀프BBQ,"대여료 60,000원",2,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2024-01-17,느티나무 셀프BBQ,"대여료 60,000원",5,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2024-01-18,느티나무 셀프BBQ,"대여료 60,000원",0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
2024-01-19,느티나무 셀프BBQ,"대여료 60,000원",1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
2024-01-20,느티나무 셀프BBQ,"대여료 60,000원",2,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
2024-01-21,느티나무 셀프BBQ,"대여료 60,000원",1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
2024-01-22,느티나무 셀프BBQ,"대여료 60,000원",2,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2024-01-23,느티나무 셀프BBQ,"대여료 60,000원",0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2024-01-24,느티나무 셀프BBQ,"대여료 60,000원",3,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2024-01-25,느티나무 셀프BBQ,"대여료 60,000원",3,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
2024-01-26,느티나무 셀프BBQ,"대여료 60,000원",1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
2024-01-27,느티나무 셀프BBQ,"대여료 60,000원",3,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
2024-01-28,느티나무 셀프BBQ,"대여료 60,000원",3,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
2024-01-29,느티나무 셀프BBQ,"대여료 60,000원",2,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2024-01-30,느티나무 셀프BBQ,"대여료 60,000원",3,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2024-01-31,느티나무 셀프BBQ,"대여료 60,000원",3,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2024-02-01,느티나무 셀프BBQ,"대여료 60,000원",1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
2024-02-02,느티나무 셀프BBQ,"대여료 60,000원",2,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
2024-02-03,느티나무 셀프BBQ,"대여료 60,000원",1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
2024-02-04,느티나무 셀프BBQ,"대여료 60,000원",2,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
2024-02-05,느티나무 셀프BBQ,"대여료 60,000원",5,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2024-02-06,느티나무 셀프BBQ,"대여료 60,000원",1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2024-02-07,느티나무 셀프BBQ,"대여료 60,000원",1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2024-02-08,느티나무 셀프BBQ,"대여료 60,000원",4,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
2024-02-09,느티나무 셀프BBQ,"대여료 60,000원",0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0
2024-02-10,느티나무 셀프BBQ,"대여료 60,000원",5,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0
2024-02-11,느티나무 셀프BBQ,"대여료 60,000원",1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0
2024-02-12,느티나무 셀프BBQ,"대여료 60,000원",1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
2024-02-13,느티나무 셀프BBQ,"대여료 60,000원",2,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2024-02-14,느티나무 셀프BBQ,"대여료 60,000원",1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2024-02-15,느티나무 셀프BBQ,"대여료 60,000원",2,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
2024-02-16,느티나무 셀프BBQ,"대여료 60,000원",3,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
2024-02-17,느티나무 셀프BBQ,"대여료 60,000원",3,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
2024-02-18,느티나무 셀프BBQ,"대여료 60,000원",1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
2024-02-19,느티나무 셀프BBQ,"대여료 60,000원",1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2024-02-20,느티나무 셀프BBQ,"대여료 60,000원",1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2024-02-21,느티나무 셀프BBQ,"대여료 60,000원",1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2024-02-22,느티나무 셀프BBQ,"대여료 60,000원",2,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
2024-02-23,느티나무 셀프BBQ,"대여료 60,000원",3,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
2024-02-24,느티나무 셀프BBQ,"대여료 60,000원",2,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
2024-02-25,느티나무 셀프BBQ,"대여료 60,000원",2,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
2024-02-26,느티나무 셀프BBQ,"대여료 60,000원",1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2024-02-27,느티나무 셀프BBQ,"대여료 60,000원",0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2024-02-28,느티나무 셀프BBQ,"대여료 60,000원",1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2024-02-29,느티나무 셀프BBQ,"대여료 60,000원",5,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
2024-03-01,느티나무 셀프BBQ,"대여료 60,000원",1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0
2024-03-02,느티나무 셀프BBQ,"대여료 60,000원",0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
2024-03-03,느티나무 셀프BBQ,"대여료 60,000원",0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
2024-03-04,느티나무 셀프BBQ,"대여료 60,000원",0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2024-03-05,느티나무 셀프BBQ,"대여료 60,000원",0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2024-03-06,느티나무 셀프BBQ,"대여료 60,000원",0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2024-03-07,느티나무 셀프BBQ,"대여료 60,000원",0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
2024-03-08,느티나무 셀프BBQ,"대여료 60,000원",0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
2024-03-09,느티나무 셀프BBQ,"대여료 60,000원",0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
2024-03-10,느티나무 셀프BBQ,"대여료 60,000원",0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
2024-03-11,느티나무 셀프BBQ,"대여료 60,000원",0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2024-03-12,느티나무 셀프BBQ,"대여료 60,000원",0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2024-03-13,느티나무 셀프BBQ,"대여료 60,000원",0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2024-03-14,느티나무 셀프BBQ,"대여료 60,000원",1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
2024-03-15,느티나무 셀프BBQ,"대여료 60,000원",3,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
2024-03-16,느티나무 셀프BBQ,"대여료 60,000원",7,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
2024-03-17,느티나무 셀프BBQ,"대여료 60,000원",3,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
2024-03-18,느티나무 셀프BBQ,"대여료 60,000원",0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2024-03-19,느티나무 셀프BBQ,"대여료 60,000원",0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2024-03-20,느티나무 셀프BBQ,"대여료 60,000원",1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2024-03-21,느티나무 셀프BBQ,"대여료 60,000원",0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
2024-03-22,느티나무 셀프BBQ,"대여료 60,000원",7,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
2024-03-23,느티나무 셀프BBQ,"대여료 60,000원",15,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
2024-03-24,느티나무 셀프BBQ,"대여료 60,000원",2,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
2024-03-25,느티나무 셀프BBQ,"대여료 60,000원",0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2024-03-26,느티나무 셀프BBQ,"대여료 60,000원",0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2024-03-27,느티나무 셀프BBQ,"대여료 60,000원",1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2024-03-28,느티나무 셀프BBQ,"대여료 60,000원",4,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
2024-03-29,느티나무 셀프BBQ,"대여료 60,000원",8,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
2024-03-30,느티나무 셀프BBQ,"대여료 60,000원",8,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
